model,seed,split,edge_keep_ratio,graph_idx,predicted_class,original_prob,fidelity_pos,fidelity_neg,sparsity,edge_fraction_kept,kept_edges,num_edges,runtime_sec
GIN,2,val,0.3,0,1,0.9959577918052673,0.1924753189086914,0.7848700881004333,0.6956521739130435,0.30434782608695654,14,46,0.2964348793029785
GIN,2,val,0.3,1,1,0.9976311922073364,0.18743951618671417,0.7643411457538605,0.7037037037037037,0.2962962962962963,16,54,0.2797410488128662
GIN,2,val,0.3,2,1,0.9613428115844727,0.18261639773845673,0.7553812861442566,0.7105263157894737,0.2894736842105263,11,38,0.27621889114379883
GIN,2,val,0.3,3,0,0.5114179849624634,0.8071381449699402,0.0,0.7142857142857143,0.2857142857142857,8,28,0.2797269821166992
GIN,2,val,0.3,4,0,0.6046911478042603,0.8116628527641296,0.0,0.6818181818181819,0.3181818181818182,7,22,0.2814910411834717
GIN,2,val,0.3,5,1,0.6133072376251221,0.25144505500793457,0.05602550506591797,0.7083333333333333,0.2916666666666667,7,24,0.27336883544921875
GIN,2,val,0.3,6,0,0.5326513051986694,0.7790394425392151,0.0,0.7142857142857143,0.2857142857142857,8,28,0.26899099349975586
GIN,2,val,0.3,7,0,0.9657998085021973,0.8299633264541626,0.0,0.6956521739130435,0.30434782608695654,14,46,0.279141902923584
GIN,2,val,0.3,8,1,0.9949874877929688,0.1847538948059082,0.684259295463562,0.7,0.3,15,50,0.2766871452331543
GIN,2,val,0.3,9,1,0.9524288773536682,0.19367662072181702,0.6738443970680237,0.7058823529411764,0.29411764705882354,10,34,0.2846200466156006
GIN,2,val,0.3,12,1,0.9976311922073364,0.20302963256835938,0.7911690324544907,0.7037037037037037,0.2962962962962963,16,54,0.2871060371398926
GIN,2,val,0.3,13,0,0.5831179618835449,0.8259168863296509,0.0,0.7058823529411764,0.29411764705882354,10,34,0.2827470302581787
GIN,2,val,0.3,15,1,0.9994176626205444,0.2087932676076889,0.7797832787036896,0.696969696969697,0.30303030303030304,20,66,0.36853814125061035
GIN,2,val,0.3,16,1,0.9973393082618713,0.18575698137283325,0.7556919306516647,0.7045454545454546,0.29545454545454547,13,44,0.2869131565093994
