model,seed,split,edge_keep_ratio,graph_idx,predicted_class,original_prob,fidelity_pos,fidelity_neg,sparsity,edge_fraction_kept,kept_edges,num_edges,runtime_sec
GCN,2,val,0.3,0,1,0.9172324538230896,0.9743009209632874,0.020544052124023438,0.6956521739130435,0.30434782608695654,14,46,0.32996296882629395
GCN,2,val,0.3,1,1,0.9551152586936951,0.9746249914169312,0.0,0.7037037037037037,0.2962962962962963,16,54,0.3418729305267334
GCN,2,val,0.3,2,1,0.792993426322937,0.9605528712272644,0.04025465250015259,0.7105263157894737,0.2894736842105263,11,38,0.32854318618774414
GCN,2,val,0.3,5,1,0.5169649124145508,0.8600664138793945,0.0,0.7083333333333333,0.2916666666666667,7,24,0.3414437770843506
GCN,2,val,0.3,6,0,0.5159304738044739,0.43960896134376526,0.3472260385751724,0.7142857142857143,0.2857142857142857,8,28,0.3171069622039795
GCN,2,val,0.3,7,0,0.9346200227737427,0.628104567527771,0.0,0.6956521739130435,0.30434782608695654,14,46,0.3212428092956543
GCN,2,val,0.3,8,1,0.8794108629226685,0.9690228700637817,0.0334356427192688,0.7,0.3,15,50,0.33330488204956055
GCN,2,val,0.3,9,1,0.9256585836410522,0.9538301229476929,0.0,0.7058823529411764,0.29411764705882354,10,34,0.3087148666381836
GCN,2,val,0.3,12,1,0.9551142454147339,0.9862172603607178,0.0273972749710083,0.7037037037037037,0.2962962962962963,16,54,0.3249318599700928
GCN,2,val,0.3,15,1,0.9181922674179077,0.9784563779830933,0.14398878812789917,0.696969696969697,0.30303030303030304,20,66,0.3293800354003906
GCN,2,val,0.3,16,1,0.9447843432426453,0.9802724719047546,0.016265392303466797,0.7045454545454546,0.29545454545454547,13,44,0.3202481269836426
GCN,2,test,0.3,1,1,0.7627429962158203,0.9459515810012817,0.21620702743530273,0.7058823529411764,0.29411764705882354,10,34,0.317965030670166
GCN,2,test,0.3,2,1,0.6173794865608215,0.9335712194442749,0.19277355074882507,0.7,0.3,15,50,0.32456088066101074
GCN,2,test,0.3,3,1,0.8749409317970276,0.9657778143882751,0.1970629096031189,0.7,0.3,15,50,0.32114505767822266
GCN,2,test,0.3,4,1,0.5861579179763794,0.9602631330490112,0.2888709604740143,0.7105263157894737,0.2894736842105263,11,38,0.31450510025024414
GCN,2,test,0.3,5,0,0.7469725608825684,0.25073304772377014,0.3760080337524414,0.7142857142857143,0.2857142857142857,8,28,0.3080329895019531
GCN,2,test,0.3,7,1,0.9554977416992188,0.9828054308891296,0.108684241771698,0.7037037037037037,0.2962962962962963,16,54,0.32074594497680664
GCN,2,test,0.3,9,1,0.7644326090812683,0.9661967158317566,0.27016597986221313,0.7045454545454546,0.29545454545454547,13,44,0.3164188861846924
GCN,2,test,0.3,10,0,0.7234078049659729,0.34371867775917053,0.1432000994682312,0.7142857142857143,0.2857142857142857,8,28,0.30696582794189453
GCN,2,test,0.3,11,1,0.9380536675453186,0.9828612804412842,0.10305637121200562,0.7105263157894737,0.2894736842105263,11,38,0.3114471435546875
GCN,2,test,0.3,12,1,0.9145230650901794,0.9733442664146423,0.0932995080947876,0.7,0.3,18,60,0.32146215438842773
GCN,2,test,0.3,13,1,0.8199289441108704,0.9498353004455566,0.20418810844421387,0.6964285714285714,0.30357142857142855,17,56,0.31917691230773926
GCN,2,test,0.3,14,1,0.5684419274330139,0.8625699281692505,0.026306986808776855,0.7083333333333333,0.2916666666666667,7,24,0.31423211097717285
GCN,2,test,0.3,15,1,0.6920113563537598,0.9371268153190613,0.5166682153940201,0.7045454545454546,0.29545454545454547,13,44,0.33298587799072266
GCN,2,test,0.3,16,1,0.8568350672721863,0.9231202602386475,0.07312166690826416,0.6956521739130435,0.30434782608695654,14,46,0.32274508476257324
GCN,2,test,0.3,17,1,0.9552076458930969,0.9852586984634399,0.06674671173095703,0.7037037037037037,0.2962962962962963,16,54,0.3495180606842041
GCN,2,test,0.3,18,1,0.7694936394691467,0.9243013858795166,0.0,0.7058823529411764,0.29411764705882354,10,34,0.34333109855651855
GCN,2,val,0.5,0,1,0.9172324538230896,0.9714906215667725,0.014905035495758057,0.5,0.5,23,46,0.33414602279663086
GCN,2,val,0.5,1,1,0.9551152586936951,0.9830553531646729,0.0097275972366333,0.5,0.5,27,54,0.3230619430541992
GCN,2,val,0.5,2,1,0.792993426322937,0.9814728498458862,0.009122312068939209,0.5,0.5,19,38,0.33913707733154297
GCN,2,val,0.5,5,1,0.5169649124145508,0.8908573985099792,0.0,0.5,0.5,12,24,0.311676025390625
GCN,2,val,0.5,6,0,0.5159304738044739,0.9088113903999329,0.49464709497988224,0.5,0.5,14,28,0.31106996536254883
GCN,2,val,0.5,7,0,0.9346200227737427,0.76630699634552,0.0,0.5,0.5,23,46,0.3182358741760254
GCN,2,val,0.5,8,1,0.8794108629226685,0.9744564294815063,0.15466618537902832,0.5,0.5,25,50,0.318706750869751
GCN,2,val,0.5,9,1,0.9256585836410522,0.9732778668403625,0.0,0.5,0.5,17,34,0.3123481273651123
GCN,2,val,0.5,12,1,0.9551142454147339,0.9909151196479797,0.029359519481658936,0.5,0.5,27,54,0.3289480209350586
GCN,2,val,0.5,15,1,0.9181922674179077,0.9757360816001892,0.013111710548400879,0.5,0.5,33,66,0.34229302406311035
GCN,2,val,0.5,16,1,0.9447843432426453,0.9869022369384766,0.002811431884765625,0.5,0.5,22,44,0.34520602226257324
GCN,2,test,0.5,1,1,0.7627429962158203,0.887977123260498,0.0,0.5,0.5,17,34,0.4536750316619873
GCN,2,test,0.5,2,1,0.6173794865608215,0.8960278034210205,0.29061582684516907,0.5,0.5,25,50,0.34412312507629395
GCN,2,test,0.5,3,1,0.8749409317970276,0.9481035470962524,0.017745912075042725,0.5,0.5,25,50,0.3567981719970703
GCN,2,test,0.5,4,1,0.5861579179763794,0.97935950756073,0.21154558658599854,0.5,0.5,19,38,0.3179597854614258
GCN,2,test,0.5,5,0,0.7469725608825684,0.8163620233535767,0.44993776082992554,0.5,0.5,14,28,0.32146406173706055
GCN,2,test,0.5,7,1,0.9554977416992188,0.9811030626296997,0.034839928150177,0.5,0.5,27,54,0.3212130069732666
GCN,2,test,0.5,9,1,0.7644326090812683,0.9428494572639465,0.0,0.5,0.5,22,44,0.3238801956176758
GCN,2,test,0.5,10,0,0.7234078049659729,0.6134529113769531,0.2784816026687622,0.5,0.5,14,28,0.32461118698120117
GCN,2,test,0.5,11,1,0.9380536675453186,0.9788728952407837,0.007020294666290283,0.5,0.5,19,38,0.3653578758239746
GCN,2,test,0.5,12,1,0.9145230650901794,0.96576327085495,0.09887480735778809,0.5,0.5,30,60,0.3674919605255127
