,pred_class,p_full,p_keep,p_comp,sparsity,fidelity_plus,fidelity_minus,expl_time_sec,num_edges,num_important_edges
0,1,0.9026919603347778,0.38957443833351135,0.6192048788070679,0.7954545454545454,0.43156963333209636,0.3140463125677714,0.37769150733947754,44,9
1,1,0.9770978689193726,0.38625556230545044,0.8227369785308838,0.7631578947368421,0.39530898039173107,0.1579789448923936,0.35575199127197266,38,9
2,1,0.7397313714027405,0.38935765624046326,0.5009313225746155,0.7272727272727273,0.5263500661086344,0.3228199560812087,0.36508846282958984,22,6
3,0,0.5984244346618652,0.619936466217041,0.5933841466903687,0.5,1.0359477827260362,0.008422597206186211,0.37412405014038086,28,14
4,0,0.6977838277816772,0.6810049414634705,0.6196019649505615,0.4545454545454546,0.9759540338280002,0.11204309947919466,0.38848233222961426,22,12
5,1,0.9847797751426697,0.382777601480484,0.8834902048110962,0.8666666666666667,0.38869360555767835,0.10285504727886918,0.4235067367553711,60,8
6,1,0.865451455116272,0.3737075626850128,0.38045692443847656,0.7058823529411764,0.431806498765209,0.5603948411094152,0.4020843505859375,34,10
7,1,0.9399629235267639,0.3714655935764313,0.4414202868938446,0.7954545454545454,0.39519175094979625,0.5303854270787354,0.39398646354675293,44,9
8,0,0.6129538416862488,0.6255345940589905,0.6105692386627197,0.8541666666666666,1.0205247956977181,0.0038903468113830053,0.3815624713897705,48,7
9,1,0.9491440057754517,0.3912765681743622,0.7263308167457581,0.8181818181818181,0.41224152056324564,0.23475172120763166,0.3816089630126953,44,8
10,0,0.5789844989776611,0.6056034564971924,0.6090720295906067,0.6666666666666667,1.0459752507477031,-0.05196603823776358,0.38103270530700684,24,8
11,1,0.6912153959274292,0.3737638294696808,0.3804287314414978,0.6470588235294117,0.5407342366386213,0.44962346949598464,0.37811851501464844,34,12
12,1,0.9647322297096252,0.38251277804374695,0.49340909719467163,0.8157894736842105,0.39649631914845374,0.4885533187346889,0.3945496082305908,38,7
13,0,0.6110138297080994,0.6324260830879211,0.6089034676551819,0.44999999999999996,1.0350438113488383,0.0034538695366775896,0.3636767864227295,20,11
14,1,0.9754054546356201,0.3826960027217865,0.5440239906311035,0.8157894736842105,0.39234556348134153,0.4422586135379638,0.39534950256347656,38,7
15,1,0.5690597891807556,0.39543020725250244,0.49342623353004456,0.8235294117647058,0.694883410795519,0.13290968205572318,0.3904995918273926,34,6
16,1,0.9639529585838318,0.39100298285484314,0.7844331860542297,0.85,0.40562454772614187,0.18623291824669452,0.3795790672302246,40,6
17,1,0.9667311906814575,0.3912599980831146,0.8244042992591858,0.84,0.4047247071932291,0.1472248881531838,0.39142727851867676,50,8
18,1,0.9908802509307861,0.38783788681030273,0.780297577381134,0.75,0.39140742430378056,0.21252081000891954,0.37467527389526367,44,11
19,1,0.9955984354019165,0.3845638036727905,0.9275737404823303,0.8703703703703703,0.3862639694863971,0.06832543372984012,0.3884270191192627,54,7
20,1,0.9911682605743408,0.38593631982803345,0.6638278365135193,0.8181818181818181,0.389375179956226,0.3302571693237446,0.3816063404083252,44,8
21,1,0.942498505115509,0.38734346628189087,0.8579028844833374,0.8888888888888888,0.4109751518750892,0.08975676902723995,0.3654365539550781,36,4
22,1,0.9941374063491821,0.3883132338523865,0.8486012816429138,0.8787878787878788,0.3906031815847344,0.14639437544225153,0.381638765335083,66,8
23,1,0.6893593072891235,0.40018969774246216,0.5714366436004639,0.6944444444444444,0.5805241091415612,0.17106124838204562,0.3884568214416504,36,11
24,1,0.994403064250946,0.37645986676216125,0.8076690435409546,0.8409090909090909,0.3785787476889335,0.1877850415220237,0.3745267391204834,44,7
25,1,0.9947524070739746,0.3837229013442993,0.9626668691635132,0.8703703703703703,0.38574714533539584,0.03225479796006703,0.38033604621887207,54,7
26,0,0.7157957553863525,0.6818416714668274,0.622083842754364,0.45833333333333337,0.9525645637543655,0.1309199054713691,0.39328742027282715,24,13
27,0,0.7146998047828674,0.7154501676559448,0.6216034293174744,0.36363636363636365,1.001049899367617,0.13025941079370607,0.3954904079437256,22,14
28,1,0.9747247695922852,0.38602325320243835,0.400358647108078,0.6176470588235294,0.39603308056273867,0.5892597996914115,0.3867008686065674,34,13
29,0,0.6550905108451843,0.6401898860931396,0.6431175470352173,0.6842105263157895,0.9772540977080859,0.018276808489440244,0.3873176574707031,38,12
30,0,0.6762861609458923,0.6710073947906494,0.6048612594604492,0.6153846153846154,0.9921944785209567,0.10561343054180528,0.37230753898620605,26,10
31,1,0.9728333950042725,0.39220288395881653,0.6833922266960144,0.8200000000000001,0.4031552432028652,0.29752388208978675,0.38161706924438477,50,9
32,1,0.6227807998657227,0.39530566334724426,0.40879935026168823,0.8392857142857143,0.6347428556443548,0.3435903124344405,0.3653416633605957,56,9
33,1,0.9146447777748108,0.3820517063140869,0.5324065685272217,0.7666666666666666,0.4177050102921482,0.41790891779595085,0.4053764343261719,30,7
34,1,0.936612606048584,0.3725332021713257,0.5340113043785095,0.7647058823529411,0.3977452361472931,0.4298482628464545,0.3797121047973633,34,8
35,0,0.5528962016105652,0.6844126582145691,0.6142237782478333,0.5,1.2378682584921032,-0.11092059677498822,0.37462663650512695,28,14
36,0,0.5449326634407043,0.6544389724731445,0.5874045491218567,0.75,1.200953835912528,-0.07793969517808841,0.37943053245544434,28,7
