,pred_class,p_full,p_keep,p_comp,sparsity,fidelity_plus,fidelity_minus,expl_time_sec,num_edges,num_important_edges
0,1,0.640214741230011,0.6487647891044617,0.5333941578865051,0.5681818181818181,1.0133549687687977,0.1668511773694512,0.3967874050140381,44,19
1,1,0.8981078267097473,0.41959279775619507,0.9022323489189148,0.736842105263158,0.4671964604666563,-0.0045924577055271865,0.37607884407043457,38,10
2,1,0.8386252522468567,0.9181577563285828,0.17853589355945587,0.40909090909090906,1.0948367627478919,0.7871088509663643,0.3585319519042969,22,13
3,0,0.651045560836792,0.8281833529472351,0.34036821126937866,0.6071428571428572,1.27208202123791,0.4771975546044708,0.362044095993042,28,11
4,0,0.8628252744674683,0.9498296976089478,0.49392175674438477,0.5909090909090908,1.1008366649843193,0.4275529804696194,0.3585388660430908,22,9
5,1,0.8751536011695862,0.4893120527267456,0.7982307076454163,0.7166666666666667,0.5591156250432058,0.0878964486021282,0.36405348777770996,60,17
6,1,0.6151638627052307,0.6570846438407898,0.3366348147392273,0.5588235294117647,1.0681457147876163,0.45277212276603895,0.35303568840026855,34,15
7,0,0.5119021534919739,0.5860141515731812,0.45467057824134827,0.8181818181818181,1.1447776641993932,0.11180178645511973,0.36052656173706055,44,8
8,0,0.8480460047721863,0.9865018725395203,0.49651268124580383,0.75,1.1632645717192287,0.4145215254222159,0.363039493560791,48,12
9,1,0.5674688220024109,0.48555639386177063,0.3181159496307373,0.7045454545454546,0.855652989266268,0.4394124623301582,0.3620414733886719,44,13
10,0,0.5521538853645325,0.9376029372215271,0.08713122457265854,0.6666666666666667,1.698082657885348,0.8421975704922652,0.36654067039489746,24,8
11,1,0.6283433437347412,0.37682369351387024,0.514668345451355,0.5588235294117647,0.5997098517414208,0.1809122343967644,0.3720517158508301,34,15
12,1,0.6516906023025513,0.6845532655715942,0.4582330286502838,0.5263157894736843,1.050426787117894,0.29685493847654665,0.37903809547424316,38,18
13,1,0.5188955664634705,0.898417055606842,0.44584032893180847,0.5,1.7314024510365311,0.1407898665035231,0.36902809143066406,20,10
14,1,0.8307890295982361,0.4720457196235657,0.7896281480789185,0.6842105263157895,0.5681896399761607,0.04954432479593851,0.3585395812988281,38,12
15,1,0.768304705619812,0.5291858315467834,0.7644262313842773,0.5882352941176471,0.6887707802334427,0.005048093818982635,0.3660554885864258,34,14
16,1,0.6885850429534912,0.5022401213645935,0.5564107298851013,0.75,0.7293799458820311,0.19195060133961883,0.3606271743774414,40,10
17,1,0.8493554592132568,0.44162121415138245,0.7578781247138977,0.72,0.5199486379477074,0.10770206220148748,0.3635392189025879,50,14
18,1,0.910969614982605,0.7375571131706238,0.6665418148040771,0.5227272727272727,0.8096396422450463,0.2683160844867424,0.3660721778869629,44,21
19,1,0.9218712449073792,0.4195982813835144,0.9290605187416077,0.7962962962962963,0.45515931178184393,-0.007798566094716186,0.3660604953765869,54,11
20,1,0.910969614982605,0.573363184928894,0.8735085129737854,0.7272727272727273,0.6293988026591232,0.04112222997639159,0.35852837562561035,44,12
21,1,0.9028344750404358,0.5082830190658569,0.6402360796928406,0.6666666666666667,0.5629858330820743,0.29085995562568,0.3860633373260498,36,12
22,1,0.8842046856880188,0.3662799894809723,0.7822574377059937,0.8333333333333334,0.41424796250198775,0.11529824443612602,0.36904311180114746,66,11
23,1,0.6161965727806091,0.7674030065536499,0.3538530766963959,0.5555555555555556,1.2453866841399592,0.42574643818672797,0.3585338592529297,36,16
24,1,0.9070667624473572,0.6239214539527893,0.7843645811080933,0.6818181818181819,0.6878451286974584,0.13527359442451747,0.345043420791626,44,14
25,1,0.9218712449073792,0.358597993850708,0.8950353860855103,0.8703703703703703,0.3889892388244917,0.02911020272095055,0.36621570587158203,54,7
26,0,0.9714155793190002,0.9810931086540222,0.6950259208679199,0.5833333333333333,1.0099622957887975,0.28452257132301717,0.36053943634033203,24,10
27,0,0.93780118227005,0.8947070837020874,0.6102778911590576,0.5909090909090908,0.9540477242056268,0.3492459780421545,0.36705589294433594,22,9
28,1,0.8915823101997375,0.8027182221412659,0.8503305912017822,0.5294117647058824,0.9003299111681974,0.046267987291845114,0.37511754035949707,34,16
29,0,0.7909718155860901,0.914774477481842,0.46578216552734375,0.7105263157894737,1.1565196881307551,0.41112672240766135,0.35907912254333496,38,11
30,0,0.7472982406616211,0.9003631472587585,0.3507024645805359,0.5769230769230769,1.2048243904088698,0.5307061551890699,0.35604047775268555,26,11
31,1,0.8440655469894409,0.7365290522575378,0.758076548576355,0.56,0.8725969859622189,0.10187478771025071,0.36504340171813965,50,22
32,1,0.5232298374176025,0.6083260178565979,0.30925655364990234,0.6964285714285714,1.1626363298755802,0.4089470218742951,0.35253190994262695,56,17
33,1,0.8842046856880188,0.666649341583252,0.7581118941307068,0.6,0.7539536403434887,0.1426058848118369,0.3573768138885498,30,12
34,1,0.8924328088760376,0.5221800804138184,0.6113178730010986,0.6470588235294117,0.5851197706093649,0.31499843246348747,0.36352968215942383,34,12
35,0,0.6750665903091431,0.9147751331329346,0.6452467441558838,0.6071428571428572,1.3550887368222715,0.044173192069249745,0.3580472469329834,28,11
36,0,0.6580808758735657,0.7543184757232666,0.24664504826068878,0.6428571428571428,1.1462397759575538,0.6252055677301347,0.3610522747039795,28,10
